mode,image,category,explanation,gold_label,predicted_label
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-105.jpg,UNIVERSAL_HUMAN,"This meme utilizes an ""average weight"" (औसत वजन) infographic template, establishing a factual baseline by listing the physical weights of a sheep (90 kg) and an elephant (5400 kg) before delivering a hyperbolic, self-deprecating punchline. In the final row, the standard animal image is replaced with Hinglish text reading ""मेरे parents पर मेरे होने, useless, ugly और untalented होने का बोझ"" (The burden on my parents of me existing, being useless, ugly, and untalented), which is paired with an infinite weight measurement (∞ किग्रा). Emotionally, the sterile, objective presentation of a scientific chart starkly contrasts with the intense psychological distress conveyed in the final panel, utilizing dark internet humor to quantify profound guilt. Because the text explicitly labels the creator as a crushing ""burden"" on their family and uses self-loathing descriptors like ""useless"" and ""ugly,"" this meme serves as a clear, literal manifestation of the **Low Self-Esteem** clinical symptom.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-625.jpg,UNIVERSAL_HUMAN,"Featuring a stark black-and-white still of a distressed young woman from a BBC Three broadcast, this image is overlaid with Hindi text translating to, ""People might say 'you are so fat that you can't have an eating disorder' because I am... losing the battle."" Culturally, the image critiques the harmful societal misconception that an individual must be visibly emaciated to suffer from disordered eating, utilizing documentary-style realism to ground the message in authentic human suffering. Emotionally, the meme conveys a profound sense of isolation and despair, illustrating the heavy psychological toll of having one's internal struggles invalidated by outward physical appearances. Clinically, the explicit textual reference directly aligns with an **Eating Disorder**, while the distressing confession of ""losing the battle"" demonstrates the deep hopelessness and emotional pain characteristic of **Feeling Down**.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-631.jpg,UNIVERSAL_HUMAN,"This four-panel meme utilizes a familiar template of a blurry, frantically moving boy to depict an exaggerated reaction, beginning with an image of feet on a weighing scale beneath the Hindi text ""*वज़न 1 ग्राम कम हुआ*"" (Weight decreased by 1 gram), followed by the boy sprinting to a laptop to frantically search ""BMI कैलकुलेटर"" (BMI Calculator) on Google. The core humor relies on the extreme emotional urgency and hyper-fixation triggered by a biologically insignificant change in body weight, masking a frantic obsession with physical metrics beneath a seemingly lighthearted, comedic overreaction. From a clinical perspective, this exaggerated depiction of tracking minute weight fluctuations and the immediate, panicked rush to calculate body mass indices serves as visual evidence of an **Eating Disorder**, illustrating the obsessive weight monitoring and body dysmorphia often characteristic of such mental health challenges.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-475.jpg,UNIVERSAL_HUMAN,"This four-panel comic features a frog progressing through its daily routine—waking up in a nightcap, working at a desk beneath a grim ""मरते दम तक काम!"" (Work until death!) poster, and sitting at a computer—while repeatedly stating the Hindi phrase ""मैं थक गया हूँ।"" (I am tired). The core irony emerges in the final panel where the frog lies wide awake in bed with a blank, wide-eyed stare, stating ""नींद नहीं आ रही।"" (I can't sleep), tapping into a relatable internet culture trope about the paradox of modern fatigue. This juxtaposition of pervasive daytime exhaustion declarations against sudden nighttime alertness conveys an underlying emotional state of frustrating restlessness and the helpless cycle of burnout. Clinically, the comic's explicit depiction of chronic daily exhaustion paired with nighttime insomnia provides clear visual and textual evidence of a Sleeping Disorder.","[0,0,0,0,0,0,1]",
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-382.jpg,UNIVERSAL_HUMAN,"This image consists of a bright yellow text overlay masking a blurred, handwritten diary entry filled with distressed English phrases like ""no way out of this slump,"" featuring the Hinglish text: ""अभी Maggi खाते-खाते रो पड़ा क्योंकि सब कुछ बहुत draining लग रहा है और मैं थक गया हूँ अच्छी चीज़ों के होने की भीख माँगते-माँगते।"" (I just burst into tears while eating Maggi because everything feels so draining and I'm tired of begging for good things to happen). Culturally, the meme contrasts the mundane, comforting act of eating Maggi—a ubiquitous instant noodle brand in South Asia—with a sudden, intense emotional breakdown, utilizing internet culture's tendency to overshare intimate despair through relatable, everyday scenarios. The underlying emotional state is one of profound exhaustion and despair, where the juxtaposition of a simple comfort meal fails to mask the creator's overwhelming psychological burden and sense of defeat. Clinically, this explicit confession of sudden crying, finding life persistently ""draining,"" and experiencing severe hopelessness directly aligns with the **Feeling Down** symptom outlined in the diagnostic glossary.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-169.jpg,UNIVERSAL_HUMAN,"This meme features a manga-style panel of a bespectacled girl kneeling to open a large trash bag, accompanied by Hindi speech bubble text that translates to, ""Alright. I am going to throw away the garbage. Come on, get inside,"" alongside sound effects reading ""khol"" (open). Culturally, the core joke relies on aggressive internet irony where the speaker commands the viewer—or, in self-referential meme sharing contexts, the poster themselves—to act as literal refuse to be discarded. Emotionally, the mundane visual of a household chore starkly juxtaposes the harsh, self-deprecating undertone, using deadpan humor to mask feelings of profound inadequacy. Clinically, by explicitly equating a person to disposable ""garbage"" that needs to be thrown away, the meme presents direct textual and conceptual evidence of ""Low Self-Esteem,"" illustrating intense feelings of worthlessness through a darkly comedic, relatable format.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-388.jpg,UNIVERSAL_HUMAN,"This image features a simulated tweet format from a user named ""erin"" (@erinbcmurray) displaying the Hindi text, ""क्या किसी और की लाइफ भी ऐसी चल रही है कि ‘बस ये आखिरी मुश्किल हफ्ता निकल जाए, फिर तो लाइफ सेट है!’ लेकिन ऐसा... हर हफ्ते होता है,"" which translates to a person perpetually hoping that after just one more ""difficult week"" their life will be perfectly settled, only to realize this exhausting cycle repeats every single week. The core joke relies on the highly relatable cultural irony of modern burnout, where the promised relief from stress is continuously delayed, effectively masking a grim reality with casual, communal internet humor. Emotionally, the text conveys chronic exhaustion and deep resignation, highlighting the psychological distress of being trapped in an endless loop of false anticipation and ongoing struggle. Clinically, this explicit description of unending difficult periods and the resulting sense of pervasive hopelessness aligns directly with the symptom of Feeling Down, as the user uses humor to cope with chronic emotional pain.","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-371.jpg,UNIVERSAL_HUMAN,"This digital quote graphic features white Hindi text over a dark wood-grain background reading, ""मैं अपने मन को शांत करना चाहता था, ताकि मेरे विचार मेरी अपनी शांति पर केंद्रित हो सकें। मैं अपने प्रेम की शांति को अपने दिल में में वैसे ही बंद करना चाहता था, जैसे एक गहरे गुलाब में ओस की बूंद।"" (attributed to Caryll Houselander). Culturally, this functions not as an ironic internet meme but as an earnest, inspirational quote card common on social media platforms, meant to evoke themes of mindfulness, introspection, and spiritual tranquility. Emotionally, the stark, grounded visual presentation combined with the poetic text conveys a sincere yearning to escape internal mental noise and safeguard deep emotional serenity. When evaluated against the provided clinical glossary, the text represents a meditative aspiration for inner peace rather than an expression of psychological distress, and therefore no specific clinical symptoms are explicitly depicted.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-217.jpg,UNIVERSAL_HUMAN,"This four-panel meme utilizes a variation of the ""guy hugging dog while cat watches"" template, featuring Hindi text where the tightly embraced dog is labeled ""मैं और मेरी पुरानी गलत आदतें"" (Me and my old bad habits) and the neglected, weeping cat in the background is labeled ""थेरेपी में सीखी हुई बातें"" (Things learned in therapy). The core irony highlights a highly relatable internet culture joke about mental health, illustrating how individuals often actively choose the comfort of familiar, maladaptive behaviors over applying the healthier coping mechanisms they have been taught. Emotionally, the juxtaposition of the affectionate hug with the abandoned, teary-eyed cat conveys a deep sense of guilt, regression, and the frustrating self-awareness of self-sabotage despite seeking professional help. Clinically, the extreme close-up in the final panel featuring the cat's explicitly edited, crying eyes aligns directly with the symptom of Feeling Down, visually representing the sadness and emotional pain associated with failing to maintain therapeutic progress.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-277.jpg,UNIVERSAL_HUMAN,"The meme utilizes a stock image of a serious businessman meticulously writing in a notebook to humorously represent someone drafting a highly specific, formal prayer to God on behalf of their friend group. The Hindi text translates to a plea for future romantic partners who will offer genuine support, respect their ""relationship with food,"" avoid stealing their ""safe foods,"" and refrain from making negative comments about their bodies. This juxtaposition of a professional, deadpan visual with a deeply personal request masks a vulnerable emotional state characterized by relationship anxiety and the fear of being judged for ongoing personal struggles. Clinically, the meme's explicit mention of relying on ""safe foods,"" navigating a difficult relationship with eating, and sensitivity to body comments directly aligns with the symptom of an Eating Disorder, highlighting how body dysmorphia and food-related coping mechanisms can complicate interpersonal relationships.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-75.jpg,UNIVERSAL_HUMAN,"This meme utilizes a variation of the ""Brain at 3 AM"" template, contrasting an anatomical drawing of a brain on the left with a deeply exhausted ""Withered Wojak"" character on the right to humorously depict the struggle with intrusive nighttime thoughts. The Hindi text explicitly illustrates this internal battle, with the brain stating, ""सुबह के 5:13 बज गए। ये तुम्हारा हर आधे घंटे का reminder है कि तुम बेकार हो।"" (""It is 5:13 in the morning. This is your half-hourly reminder that you are worthless""), to which the drained Wojak submissively replies, ""जी हाँ"" (""Yes""). Emotionally, the meme conveys a profound sense of depressed resignation and psychological distress, using relatable dark internet humor to highlight the draining nature of relentless self-deprecation. Clinically, this image vividly presents evidence of a Sleeping Disorder, indicated by the 5:13 AM timestamp and the Wojak's extreme physical exhaustion resulting from insomnia, alongside severe Low Self-Esteem, demonstrated by the intrusive, repetitive internal monologue explicitly labeling the individual as useless.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/POP_CULTURE_DEPENDENT/test/TE-178.jpg,POP_CULTURE_DEPENDENT,"This meme uses a four-panel grid of famous Indian cinema reaction images to summarize the plot of the anime *Re:Zero*, responding to the overarching Hindi caption that translates to, ""You can't tell the story of Re:Zero in a few memes-"". The individual panels sequentially depict a god complex (""Sometimes I feel like I am God""), a distressed decision to die (""I have decided, I have to die""), anticipation of a revival paired with a rewind button (""My Karan Arjun will come""), and weary resignation (""Oh man, starting the same thing again"") to culturally translate the anime protagonist's traumatic ""Return by Death"" time-loop ability. Emotionally, the compilation illustrates the intense psychological whiplash of the character's journey, shifting rapidly from illusions of omnipotent control to profound, inescapable despair and exhaustion. Clinically, the meme contains a direct textual reference to Self-Harm, as the second panel's explicit declaration of wanting to die darkly satirizes the protagonist's grim necessity to end his own life in order to reset the timeline.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-558.jpg,UNIVERSAL_HUMAN,"Utilizing the classic ""Joey Tribbiani Delayed Reaction"" template from the sitcom *Friends*, this meme features identical Hindi text in both panels translating to, ""Me, a severe Borderline, enjoying loneliness,"" juxtaposed against Joey's initial pleasant smile that abruptly shifts to a stare of wide-eyed horror. The core irony captures the rapid internal emotional dysregulation often associated with Borderline Personality Disorder (BPD), where a fragile illusion of peacefully coping with isolation suddenly shatters into a panicked, distressing realization of profound abandonment. Clinically, this sudden visual shift from superficial contentment to undeniable dread illustrates **Feeling Down**, as the humorous facade drops to reveal the stark underlying reality of intense emotional pain and the individual's inability to genuinely tolerate their self-imposed isolation.","[1,1,0,0,0,0,0]",
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-659.jpg,UNIVERSAL_HUMAN,"This Hindi-English hybrid meme features a thick-bordered thought bubble filled with a chaotic jumble of random objects—including books, a CD, and pop culture figures—sandwiched between the top text ""हर बात की"" (about everything) and the bottom text ""ओवरथिंकिंग"" (overthinking). Culturally, it relies on relatable, self-deprecating internet humor regarding cognitive overload, using cartoonish visual clutter to represent a mind endlessly spiraling over trivial details. Emotionally, the playful illustration masks an underlying state of anxiety and mental exhaustion, capturing the distressing feeling of a brain that refuses to quiet down. Clinically, this depiction of a mind overwhelmed by a cacophony of unrelated thoughts and stimuli provides clear visual evidence of a Concentration Problem, highlighting the subject's inability to maintain clear focus amidst severe mental clutter.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/LANGUAGE_DEPENDENT/test/TE-170.jpg,LANGUAGE_DEPENDENT,"This Hindi-language meme features a tilted, slightly blurry photograph of actor Matthew Perry performing an energetic backward-leaning dance move while sporting a notably blank or dazed facial expression. The top text, which translates to ""When the mood goes from happy to completely sad in 0.05 seconds,"" is paired with the bottom caption ""*डिप्रेस्ड पलटी*"" (*Depressed flip*), creating a humorous irony by juxtaposing a dynamic physical action with an expression of sudden, intense emotional volatility. Clinically, this explicit textual description of rapidly shifting from a happy state to being completely sad and ""depressed"" directly corresponds to the **Feeling Down** symptom, utilizing an absurd visual metaphor to articulate the sudden onset of dysphoria commonly joked about in internet culture.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/MEME_FORMAT_DEPENDENT/test/TE-484.jpg,MEME_FORMAT_DEPENDENT,"Visually mimicking the celebratory ""Spotify Wrapped"" statistical aesthetic, this meme features bold Hindi text on a light green background that translates to, ""This year you spent 5,25,500 minutes thinking about food. Get therapy."" The core humor relies on the ironic juxtaposition of a trendy, fun internet format being used to aggressively call out the viewer's obsessive behavior, especially noting that 525,500 minutes equates to nearly an entire calendar year of constant fixation. This sharp contrast conveys an underlying emotional state of neuroticism or distress masked by self-deprecating internet humor, turning a concerning mental fixation into a harsh but relatable punchline. Clinically, the explicit text describing an overwhelming, year-long preoccupation with thoughts of food aligns directly with the glossary's definition of an **Eating Disorder**, highlighting an unhealthy psychological relationship with food that warrants the meme's blunt, unvarnished advice to seek professional help.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-397.jpg,UNIVERSAL_HUMAN,"This image features a translated tweet from user Maria Wojciechowski (@RiaWojo) with Hindi text reading, ""मैं ज्यादा बाहर नहीं जाती क्योंकि मैं कंगाल हूँ, लेकिन भाई साहब, जब मैं अमीर हो जाऊँगी, तो मुझे कोई और बहाना ढूँढना पड़ेगा,"" which translates to ""I don't go out much because I am broke, but bro, when I get rich, I will have to find another excuse."" The core joke relies on relatable internet culture where individuals use temporary, practical constraints like financial struggles to mask a deeper, permanent preference for social isolation. Emotionally, the creator's smiling profile picture and lighthearted tone cleverly contrast with a genuine confession of social avoidance, using self-awareness and humor as a shield. Clinically, the explicit admission of deliberately avoiding social outings and the proactive intention to continue isolating even if circumstances improve directly aligns with a ""Lack of Interest,"" demonstrating persistent apathy toward external engagement.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-280.jpg,UNIVERSAL_HUMAN,"The image features a stark photograph of a single, fragile withered flower stalk lying against a brightly lit white background, overlaid with the Hindi text ""मैं ग़म में दुनिया नहीं छोड़ना चाहता,"" which translates to ""I don't want to leave the world in sorrow."" Characteristic of South Asian internet ""sadposting,"" the visual fragility of the dying plant perfectly mirrors the profound, melancholic emotional state of the author, creating a poignant aesthetic contrast between literal physical decay and a lingering, desperate desire to experience happiness before death. Clinically, this meme aligns with the symptom of **Feeling Down** due to its explicit admission of enduring ""gham"" (deep sorrow or emotional pain), while the philosophical contemplation of ""leaving the world"" serves as a euphemistic reference to dying that fulfills the criteria for **Self-Harm**, highlighting a psychological struggle with mortality and despair.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-582.jpg,UNIVERSAL_HUMAN,"This meme is a screenshot of a Twitter post from user @molly7anne, whose profile picture shows a woman in a playful pink unicorn onesie, juxtaposed against a Hindi tweet that translates to: ""I am 25 years old and completely burnt out. What am I supposed to do for the next 50 years? Pay EMIs? Cry about traffic? Keep buying spinach and watching it rot? Get the car serviced? This is the limit, man."" The cultural nuance and core joke rely on highly relatable millennial ""adulting"" struggles—such as rotting grocery produce and endless financial obligations—which serve to articulate a profound, underlying emotional state of existential exhaustion and dread regarding the future. From a clinical perspective, the user's explicit statement of being ""burnt out"" and expressing despair over enduring 50 more years of monotony strongly aligns with **Feeling Down**, while the profound apathy and cynicism directed toward sustaining basic daily routines clearly demonstrate a **Lack of Interest**.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-228.jpg,UNIVERSAL_HUMAN,"This meme utilizes the ""Guy hitting head against whiteboard"" template, depicting a young man resting his forehead against a board in a posture of defeat and frustration, overlaid with the Hindi text, ""मैं वो चीज़ें करता हूँ जो मुझे लगता है लोग मुझसे चाहते हैं ताकि वो मुझे छोड़ के ना जाएँ"" (""I do things that I think people want from me so that they don't leave me""). The cultural humor relies on the dark irony of presenting a devastatingly vulnerable realization about chronic people-pleasing as a mundane classroom whiteboard lesson. Emotionally, the juxtaposition of a standard educational setting with such a heavy personal admission conveys a profound sense of anxiety, highlighting the exhausting psychological toll of masking one's true self out of a fear of abandonment. Clinically, this explicit textual admission of constantly altering one's behavior solely to secure relationships provides clear evidence of **Low Self-Esteem**, illustrating a deeply rooted belief that one's authentic self is inherently lacking in worth.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-339.jpg,UNIVERSAL_HUMAN,"This four-panel webcomic features a minimalist character repeating the Hindi phrase ""मुझे घर जाना है"" (I want to go home) while enduring mundane tasks like grocery shopping, driving, and working, before culminating in a final panel where they lie wide awake in bed thinking, ""मुझे बस खुश रहना है"" (I just want to be happy). The core irony reveals a profound emotional disconnect, as the character's obsessive desire to return to their physical home was merely masking a desperate yearning for mental peace and a persistent state of psychological distress. Clinically, this pervasive sense of dissatisfaction and the concluding explicit admission of wanting to be happy directly align with the symptom of **Feeling Down**, while the visual depiction of the character lying awake and ruminating in bed rather than resting provides evidence of a **Sleeping Disorder** exacerbated by their emotional pain.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-59.jpg,UNIVERSAL_HUMAN,"The image displays a close-up photograph of printed Hindi text that translates to a brief dialogue: ""'You look very tired.' / 'I am.' / 'From what?' / I shrugged my shoulders. 'From everything.'"" Shared frequently in internet culture as a relatable aesthetic or 'mood' excerpt, the snippet uses a simple, deadpan conversational exchange to articulate a profound, existential burnout rather than temporary physical fatigue. Emotionally, the text conveys a pervasive, heavy weariness and a sense of being completely overwhelmed by daily existence, using the casual gesture of a shrug to mask deep psychological distress. Clinically, the explicit focus on severe tiredness aligns directly with the exhaustion component of a **Sleeping Disorder**, while the admission that this fatigue stems from life in general illustrates a deep-seated hopelessness and emotional pain indicative of **Feeling Down**.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/CELEBRITY_DEPENDENT/test/TE-238.jpg,CELEBRITY_DEPENDENT,"This meme features a dark, moody still of the intimidating character Kaleen Bhaiya from the Indian crime series *Mirzapur*, accompanied by the transcribed Hindi text ""काफी फैल गए हो भाई?"" (You've spread/expanded quite a bit, brother?), which humorously repurposes a mafia threat into a relatable, albeit harsh, observation about a person gaining significant weight. The emotional context is characterized by self-deprecation or harsh judgment, using the character's famously stern and uncompromising glare to amplify the psychological discomfort, guilt, and shame associated with realizing one's body has physically ""expanded."" Clinically, by focusing on unwanted weight gain and utilizing a threatening tone to mock body image, the meme provides visual and textual evidence that aligns with symptoms of an Eating Disorder—specifically relating to body dysmorphia or the physical aftermath of bingeing—as well as Low Self-Esteem stemming from intense self-criticism regarding one's physical appearance.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-651.jpg,UNIVERSAL_HUMAN,"This digital illustration features a distressed individual sitting wide awake in bed in a darkened, blue-toned room, accompanied by a bright yellow banner with the Hindi text ""ज़्यादा सोचना कैसे बंद करें,"" which translates to ""How to stop overthinking."" Functioning as a highly relatable graphic typical of internet mental health or self-help content, the image conveys the frustrating and isolating emotional exhaustion of being trapped by one's own racing thoughts, represented by chaotic pink squiggles above the subject's head. Clinically, the image provides clear visual evidence of a Sleeping Disorder, directly illustrated by the bedside clock reading ""03:48,"" the subject's prominent under-eye bags, and their apparent insomnia driven by uncontrollable nocturnal rumination.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-330.jpg,UNIVERSAL_HUMAN,"The meme utilizes a familiar stock photo template of a broadly smiling man in a plaid shirt pointing directly at the viewer, accompanied by the Hindi text, ""बताओ कौन suicide करने की जगह memes देख रहा है,"" which translates to ""Tell me who is looking at memes instead of committing suicide."" The humor relies on dark irony and breaking the fourth wall, creating a jarring emotional juxtaposition between the subject's cheerful, friendly demeanor and the grim reality of using internet content to momentarily distract from severe psychological distress. Clinically, by explicitly calling out the viewer's presumed suicidal ideation and framing meme consumption as an alternative to dying, the image directly aligns with the **Self-Harm** symptom criteria.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-421.jpg,UNIVERSAL_HUMAN,"This meme utilizes the ""Simpsonwave"" aesthetic—a subgenre of internet art that applies heavy VHS glitches, chromatic aberration, and dark, nostalgic filters to popular cartoons—to depict a desaturated Bart Simpson sitting with a blank, exhausted expression beneath the prominent text ""NO SLEEP."" Culturally, rather than delivering a traditional comedic punchline, the image functions as a mood-based ""sadpost,"" leveraging the jarring juxtaposition of childhood innocence corrupted by a distorted, late-night aesthetic to convey an underlying emotional state of profound exhaustion and melancholic apathy. Clinically, the explicit textual declaration of ""NO SLEEP"" combined with the character's visibly drained, apathetic demeanor provides direct evidence of a **Sleeping Disorder**, visually representing the lived experience of insomnia, mental exhaustion, or ruined circadian rhythms often linked to late-night rumination.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-278.jpg,UNIVERSAL_HUMAN,"This meme features an illustration of a Peanuts comic character, drawn in Charles Schulz's recognizable style, throwing her head back with a wide-open mouth in a dramatic, tearful scream beneath the Hindi text, ""मैं पागल हो रही हूँ और किसी को परवाह नहीं है!!"" (I am going crazy and nobody cares!!). Culturally, the meme utilizes the juxtaposition of nostalgic, innocent comic strip artistry with a stark, raw declaration of mental distress, a common internet culture trope that uses hyperbole and childhood icons to make severe psychological struggles feel more relatable or darkly humorous. Emotionally, this contrast highlights a deep sense of isolation and overwhelming anguish, projecting internal turmoil through the external, exaggerated aesthetic of a childhood temper tantrum to express the frustration of suffering invisibly. Clinically, the meme strongly aligns with the symptom of Feeling Down, as evidenced by the explicit visual depiction of crying and intense emotional pain, paired directly with the textual expression of hopelessness and the feeling of being completely ignored by others.","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-69.jpg,UNIVERSAL_HUMAN,"This meme utilizes a dark humor template featuring Hindi text that translates to ""Scientists have found a way to convert depression into nuclear energy,"" followed by ""Me:"" positioned above an image of a catastrophic nuclear explosion. The core joke relies on self-deprecating hyperbole, suggesting that the creator's level of depression is so extraordinarily high that converting it to energy would cause a devastating, uncontrollable blast. Emotionally, the juxtaposition of a supposed scientific utility with an image of mass destruction conveys profound psychological distress, using an apocalyptic visual to externalize the overwhelming, volatile nature of the creator's internal suffering. Clinically, by explicitly naming their condition and equating its magnitude to a nuclear meltdown, the meme provides direct evidence of the **Feeling Down** symptom, metaphorically illustrating immense emotional pain and hopelessness.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
